age,education,occupation,sex,hours_per_week,income
64,1,1,1,38,1
36,2,5,0,58,0
36,2,2,1,42,0
52,2,1,0,36,1
51,1,1,1,32,1
27,1,1,0,46,1
38,3,2,0,20,1
57,2,4,1,21,1
22,1,5,0,37,0
24,2,3,1,55,0
32,2,3,1,52,1
50,3,5,1,55,1
35,1,2,1,21,0
51,1,3,0,23,0
41,3,1,0,35,1
48,1,3,0,23,0
41,1,5,1,28,0
62,3,1,1,40,1
22,2,3,0,42,0
29,1,5,0,21,0
61,1,2,1,22,1
40,1,5,1,42,0
35,1,2,1,45,0
31,3,1,0,26,1
21,2,5,1,55,0
60,3,4,0,52,1
43,3,4,1,55,1
54,2,4,0,23,1
49,1,4,1,42,1
49,2,4,0,44,1
54,3,2,0,45,1
38,3,5,0,47,1
27,1,1,1,47,0
45,2,4,0,40,1
59,2,4,0,29,1
26,3,1,1,46,1
49,1,1,0,34,0
26,2,4,0,36,1
22,3,2,1,58,1
20,2,1,0,54,0
55,2,5,1,24,0
44,1,5,0,35,0
56,1,2,1,42,1
20,2,3,0,58,0
34,3,2,0,28,0
56,1,4,0,52,1
32,2,3,1,54,1
59,2,4,0,59,1
27,1,5,0,43,0
24,2,1,1,43,0
28,3,4,1,43,1
20,3,5,1,38,0
55,2,2,0,58,1
54,2,4,0,44,1
21,1,5,0,50,0
59,3,1,1,57,1
42,1,4,1,44,1
28,3,5,0,46,1
53,1,4,0,51,1
33,3,1,1,30,0
23,3,4,1,24,1
49,3,4,1,52,1
50,1,5,0,38,0
57,2,3,1,35,0
30,2,4,1,54,1
54,3,3,1,30,1
27,1,2,1,30,0
22,3,4,0,29,1
33,3,3,1,53,1
32,1,2,0,24,0
64,3,5,0,42,1
51,2,4,1,44,1
53,2,5,1,48,1
64,2,2,0,59,1
38,2,5,1,32,0
57,3,5,0,51,1
35,2,1,1,53,1
21,2,2,0,31,0
59,2,5,0,43,0
36,3,3,0,59,1
53,1,2,1,40,1
61,3,1,0,48,1
35,2,4,0,42,0
57,1,5,1,52,1
21,1,3,1,27,0
21,2,1,0,32,0
45,3,2,0,24,1
32,2,5,1,29,0
50,3,1,0,33,1
53,1,1,1,43,0
58,2,3,1,30,0
22,3,4,1,22,1
27,3,4,0,48,1
42,1,4,1,49,1
33,2,2,0,56,1
46,1,1,0,26,1
48,2,2,1,36,1
58,3,1,1,39,1
58,3,3,1,30,1
20,1,3,1,44,0
36,3,2,0,43,0
60,2,2,0,21,0
49,2,3,1,46,1
32,2,5,0,38,0
40,2,4,1,48,1
38,2,4,0,56,1
38,2,3,0,30,0
44,2,4,0,38,1
41,1,5,1,47,1
50,3,5,0,58,1
36,2,1,0,40,0
42,1,2,0,45,0
51,3,4,0,41,1
29,3,5,1,25,0
29,3,2,0,30,0
55,2,2,1,33,0
27,1,1,1,55,1
39,2,2,0,59,0
51,1,2,0,21,1
33,3,3,1,39,0
47,1,1,1,41,0
43,1,1,1,58,1
34,2,4,0,23,0
41,2,2,0,48,1
49,3,4,1,43,1
23,2,5,1,20,0
32,1,2,1,43,0
42,1,5,0,49,1
27,2,3,0,31,0
37,1,2,1,38,0
31,2,4,0,56,1
50,2,4,1,59,1
33,3,2,0,23,1
53,3,4,1,34,1
37,3,2,0,39,0
53,3,1,0,39,1
30,1,4,0,40,0
60,1,2,0,29,0
31,2,2,0,49,0
34,3,4,0,43,1
50,3,1,0,59,1
48,3,4,1,59,1
45,1,2,1,57,1
37,3,1,1,22,1
51,2,5,0,48,1
41,1,3,0,27,0
57,2,4,0,48,1
36,1,2,1,29,0
42,2,1,1,24,0
43,2,1,1,30,0
27,2,5,1,23,0
60,2,4,1,54,1
25,3,1,1,59,1
24,2,5,0,31,0
63,2,2,1,40,0
48,3,5,0,35,1
47,3,4,1,33,1
30,1,5,1,40,0
20,2,1,0,46,0
62,1,1,0,55,1
38,1,3,0,20,0
28,2,5,1,20,0
46,3,2,1,41,1
53,1,4,0,34,1
63,3,3,1,39,1
23,3,5,0,22,0
55,3,2,1,33,1
37,1,3,1,28,0
34,3,1,1,38,0
32,2,4,0,59,1
38,2,5,1,53,0
25,1,2,0,23,0
31,1,1,0,52,0
56,3,3,0,56,1
36,2,4,0,21,0
42,1,3,0,46,1
45,1,3,0,36,1
48,2,2,0,50,1
52,1,1,0,25,0
46,3,5,0,50,1
44,1,2,1,22,1
29,1,4,0,59,1
42,2,3,1,22,0
40,2,4,0,52,1
40,2,2,1,32,0
62,2,2,1,40,0
32,3,5,1,56,1
56,2,3,1,35,0
52,1,2,1,40,0
43,2,4,1,32,1
63,3,5,0,23,1
30,2,4,0,50,1
36,1,3,0,28,0
23,3,5,0,52,1
44,2,5,0,56,1
49,2,5,0,56,1
28,1,1,1,43,0
40,1,5,0,44,0
39,2,4,1,48,1
38,1,4,1,59,1
38,2,3,1,55,0
31,2,2,1,34,0
56,1,2,1,37,0
61,3,1,1,39,1
36,3,5,0,24,0
56,3,1,1,37,1
58,1,3,1,59,1
47,1,3,0,20,0
60,2,2,0,38,1
54,1,3,0,42,0
37,3,5,0,45,0
33,1,4,0,48,1
54,2,3,0,53,1
63,2,1,0,38,0
60,2,5,1,37,0
26,1,3,0,21,0
60,2,3,1,46,1
32,1,5,0,25,0
37,3,3,0,58,1
56,1,4,1,25,1
32,3,2,0,25,1
55,3,5,0,50,1
50,1,1,0,59,1
21,3,3,0,49,1
35,1,2,0,40,0
28,3,1,0,37,1
28,2,1,0,42,0
57,2,4,1,57,1
30,2,2,0,42,0
41,1,5,1,47,1
52,3,2,1,55,1
55,1,2,1,44,0
64,2,1,1,26,0
42,2,4,1,37,1
64,3,4,1,39,1
64,1,2,1,24,1
53,2,2,0,37,0
28,2,3,0,59,0
43,3,1,0,52,1
27,1,5,1,34,0
26,1,5,0,54,0
55,1,4,1,20,1
37,3,1,1,40,0
22,1,4,0,27,0
47,2,5,1,26,1
25,1,2,1,59,1
63,3,1,0,59,1
63,3,1,1,49,1
40,2,3,0,57,0
47,2,2,1,54,1
59,1,2,1,21,1
20,1,4,0,27,0
55,1,1,0,57,1
40,2,4,0,23,0
62,2,2,1,56,1
54,3,3,1,40,1
32,2,1,0,32,0
29,2,2,0,28,0
63,2,3,0,48,1
29,2,5,1,43,0
32,1,2,1,35,0
56,2,5,0,31,0
57,2,4,0,21,1
43,3,5,0,38,1
21,3,2,1,49,1
41,2,5,0,35,0
36,1,1,0,43,0
55,2,2,0,32,0
33,2,3,1,24,0
29,1,5,1,42,0
54,3,1,0,57,1
44,3,4,1,50,1
22,3,4,0,36,1
57,1,5,0,22,0
36,3,4,0,45,1
31,3,3,0,32,0
43,2,2,1,57,1
48,2,1,0,41,0
62,3,5,0,40,1
44,2,4,1,48,1
55,2,2,0,58,1
45,2,3,1,24,0
57,2,4,0,33,1
20,1,4,0,37,0
39,3,1,0,23,0
47,2,3,0,52,1
35,2,3,1,58,1
36,1,5,0,39,0
59,2,1,1,32,0
47,1,5,1,55,1
31,1,1,1,23,0
46,2,3,0,54,1
61,2,1,1,27,0
49,2,1,1,59,1
60,1,1,1,55,1
53,2,2,0,25,1
56,1,2,0,41,0
25,3,3,1,25,1
26,2,1,1,55,0
51,2,3,0,28,0
51,2,2,1,35,0
44,1,1,1,58,1
52,3,5,1,57,1
26,1,2,0,52,0
31,2,2,1,37,0
35,2,2,1,31,0
35,1,1,0,46,0
62,3,4,1,20,1
55,2,5,0,34,1
32,1,5,0,46,1
26,1,3,0,35,0
55,1,1,1,40,1
28,3,2,1,20,0
51,2,4,1,48,1
30,1,1,1,22,0
27,1,1,1,31,0
52,2,4,1,47,1
42,2,2,1,58,1
44,2,1,1,56,1
27,2,5,0,50,1
64,1,5,1,50,1
41,2,4,1,52,1
23,3,2,0,52,1
59,1,4,1,59,1
22,2,1,0,30,0
48,2,5,1,48,1
60,2,3,1,44,0
48,1,4,0,32,1
53,3,3,0,38,1
53,2,3,1,55,1
47,2,5,0,47,1
32,2,4,1,23,1
34,1,3,1,22,0
42,1,1,1,57,1
63,3,2,1,56,1
45,1,2,1,44,1
23,2,5,1,54,0
45,2,4,0,48,1
59,2,4,0,48,1
28,2,2,0,31,0
24,2,1,1,54,0
51,1,2,0,39,0
39,2,2,1,36,0
30,2,4,0,31,0
34,2,3,1,55,0
51,1,1,1,29,1
47,2,4,1,37,1
41,1,2,1,49,1
60,1,3,1,27,1
36,1,1,0,32,0
45,3,5,1,50,1
63,1,1,0,25,1
26,1,1,1,26,0
61,1,2,1,40,0
45,1,2,1,57,1
44,2,5,0,47,1
29,1,5,1,40,0
64,1,5,0,40,0
38,2,4,1,43,1
30,2,4,0,46,1
32,3,2,0,46,1
27,2,2,0,32,0
59,1,5,1,48,1
23,2,4,1,58,1
50,1,3,0,47,1
47,2,4,1,56,1
30,2,2,1,48,0
62,1,4,1,41,1
20,2,2,0,55,0
57,3,5,0,49,1
43,3,5,1,47,1
50,2,5,0,42,0
60,2,3,1,52,1
45,1,3,1,23,0
24,1,2,0,22,0
39,2,1,0,51,0
60,2,3,1,23,0
30,3,2,1,20,0
52,2,4,1,31,1
57,2,5,0,32,0
46,2,5,0,53,1
53,3,5,1,48,1
34,2,2,1,28,0
51,2,5,0,50,1
40,2,3,1,26,0
24,3,4,0,32,1
25,1,5,0,21,0
57,3,2,1,52,1
41,2,4,1,26,1
37,2,5,0,37,0
33,2,1,1,27,0
29,2,5,0,31,0
32,1,3,0,49,0
50,3,4,0,28,1
49,2,3,1,47,1
22,2,1,1,23,0
49,1,1,1,58,1
25,2,3,0,36,0
48,2,4,0,30,1
27,2,1,0,21,0
63,2,1,0,42,1
64,2,5,1,41,0
62,3,2,1,45,1
63,2,1,1,31,1
52,3,4,0,51,1
36,1,4,0,28,0
30,2,5,1,24,0
32,2,4,0,45,0
30,2,5,1,26,0
50,3,1,0,48,1
47,1,1,0,52,1
63,1,1,0,43,1
25,3,1,0,44,1
60,1,2,0,50,1
35,2,2,1,48,0
23,2,1,1,24,0
54,3,4,1,57,1
45,1,5,0,30,1
31,1,3,1,51,0
30,2,5,1,27,0
56,3,3,0,39,1
44,2,3,0,53,1
37,2,1,1,27,0
38,2,3,1,21,0
42,3,1,1,40,1
57,3,2,1,34,1
37,3,4,1,25,1
45,1,3,0,24,0
25,1,4,1,22,1
23,2,1,1,35,0
63,3,3,1,54,1
48,1,5,1,28,1
53,1,2,1,54,1
36,3,2,1,38,0
62,1,3,0,53,1
62,2,2,0,58,1
35,2,5,0,29,0
21,2,4,1,29,0
53,3,5,1,39,1
27,2,2,0,20,0
32,2,4,1,25,0
61,2,5,1,21,0
27,2,1,1,57,1
49,2,1,0,52,1
51,1,4,0,22,1
55,1,4,0,55,1
49,1,4,1,32,1
20,1,1,0,54,1
62,2,5,0,34,0
58,3,4,0,41,1
36,3,1,1,23,0
39,3,4,0,36,1
43,2,4,0,24,1
41,2,4,1,40,1
48,2,1,0,43,0
41,1,5,1,50,1
63,1,1,1,59,1
28,2,1,0,49,0
56,3,4,0,26,1
29,1,3,0,26,0
55,1,3,1,46,1
56,3,3,0,43,1
47,1,1,0,38,0
47,3,4,0,53,1
61,3,3,1,41,1
62,3,2,1,46,1
40,2,2,1,25,0
43,2,2,0,29,0
61,2,5,0,50,1
59,2,4,1,44,1
21,2,1,0,21,0
27,1,1,0,29,0
46,2,4,1,29,1
41,2,5,1,45,0
56,3,4,1,24,1
46,3,5,0,41,1
48,2,3,0,23,0
22,1,3,0,53,0
63,3,5,1,26,1
32,2,4,1,36,0
64,3,3,0,30,1
29,3,4,1,27,1
55,1,3,1,47,1
28,3,4,0,52,1
46,1,4,1,44,1
53,2,2,0,40,0
20,2,5,1,31,0
51,1,1,0,45,1
44,3,5,1,48,1
48,1,4,0,57,1
26,1,4,1,54,1
22,2,5,1,56,1
39,3,4,1,48,1
39,3,3,1,43,1
49,3,4,1,34,1
54,2,5,0,25,1
54,2,5,0,51,1
58,1,5,0,53,1
46,1,2,1,55,1
45,2,2,0,39,0
33,2,2,1,31,0
36,2,2,1,54,0
37,3,2,0,57,1
64,2,2,0,36,0
48,1,2,1,46,1
39,1,5,1,36,0
46,3,1,0,30,1
37,3,2,0,58,1
23,3,5,1,21,0
20,1,1,1,21,0
20,3,2,0,48,1
45,1,1,1,43,0
64,1,1,1,43,1
39,3,3,0,35,0
42,1,4,0,50,1
29,2,3,1,28,0
30,1,1,1,46,1
60,2,5,0,33,0
60,3,2,1,44,1
24,2,4,0,41,0
20,2,2,1,54,0
36,1,5,0,52,0
41,2,4,1,46,1
53,2,3,1,59,1
64,1,1,1,45,0
60,2,5,0,38,0
48,1,1,0,58,1
23,3,1,0,45,0
24,2,2,1,25,0
30,1,5,1,22,0
40,2,1,0,25,0
54,2,3,0,47,1
31,3,4,1,22,1
45,3,5,1,32,1
38,2,2,1,32,0
64,3,5,1,32,1
26,2,2,0,20,0
26,1,4,0,59,1
45,2,3,1,56,1
59,2,1,1,50,1
24,2,5,1,36,0
40,3,2,0,28,0
33,2,4,0,32,0
23,3,1,1,56,1
42,3,4,1,33,1
61,2,3,1,30,0
39,2,1,1,44,0
34,2,1,1,50,1
64,3,1,1,33,1
48,2,2,0,26,1
27,1,1,0,43,0
60,2,4,0,55,1
38,2,2,1,22,0
58,1,1,1,45,0
47,1,4,1,45,1
46,2,4,0,20,1
23,2,5,1,34,0
34,2,4,0,30,0
54,1,3,1,56,1
56,1,1,1,26,0
20,2,1,1,31,0
22,2,1,0,57,0
43,1,4,0,22,1
46,2,4,0,45,1
59,2,1,1,49,1
55,1,2,0,51,1
53,1,2,1,55,1
48,1,3,1,56,1
43,3,5,0,37,1
43,3,3,0,20,1
61,3,1,1,40,1
23,3,1,1,47,1
22,2,1,1,35,0
53,2,5,1,47,1
42,2,4,0,41,1
42,1,5,0,38,0
64,2,3,0,20,1
24,3,4,1,50,1
50,2,4,1,53,1
60,2,3,1,59,1
25,1,4,0,25,0
56,2,2,1,47,1
29,2,3,1,22,0
59,3,3,0,50,1
26,2,2,0,35,0
58,3,5,1,36,1
57,2,5,0,46,1
40,3,5,1,43,1
39,2,4,0,39,0
22,2,2,1,51,1
41,2,3,0,54,1
23,3,3,0,32,1
47,3,3,0,39,1
31,1,4,0,21,0
57,1,4,1,23,1
55,3,5,1,46,1
60,2,4,0,44,1
24,2,5,1,23,0
32,2,5,0,51,0
42,1,3,0,36,1
49,3,4,1,20,1
56,3,5,1,52,1
44,2,2,1,49,1
46,2,2,1,24,1
33,3,4,1,31,1
55,1,3,1,57,1
58,3,3,1,51,1
35,1,5,0,57,0
41,2,4,1,36,1
40,3,2,0,59,1
40,2,5,1,51,1
27,2,5,1,43,0
35,2,1,0,31,0
50,2,4,0,50,1
61,1,5,0,38,0
29,3,2,0,48,1
51,3,1,1,40,1
53,2,2,1,45,0
28,2,3,0,47,0
36,1,1,0,36,0
30,1,1,1,28,0
51,2,5,1,40,0
29,3,3,0,53,1
41,2,5,1,30,0
36,3,4,1,39,1
23,1,2,0,58,0
44,2,2,0,35,1
40,1,5,0,48,0
56,2,2,0,20,0
57,1,2,1,37,0
20,3,4,0,41,1
44,1,3,1,27,0
55,3,1,1,26,1
36,2,5,1,44,0
60,3,5,1,49,1
43,2,4,0,53,1
21,3,4,1,30,1
59,1,1,0,34,1
34,3,3,1,54,1
51,3,5,0,42,1
58,1,4,1,40,1
25,1,5,1,47,0
20,2,2,0,32,0
42,3,5,0,53,1
58,2,3,0,57,1
36,2,3,0,25,0
53,1,5,1,23,1
60,1,2,1,24,0
48,3,3,1,59,1
28,1,4,1,25,1
32,2,5,1,40,0
25,3,2,0,47,1
25,1,4,0,22,0
39,2,5,1,42,0
22,1,2,0,27,0
36,2,4,1,38,0
31,1,3,1,30,0
64,3,5,0,29,1
20,2,5,1,47,1
36,2,3,0,39,0
22,2,1,1,47,1
45,1,4,0,48,1
34,3,3,1,27,1
55,2,5,1,38,0
51,2,4,0,40,1
51,1,4,1,37,1
23,2,1,1,28,0
37,1,5,0,23,0
38,2,2,0,44,0
62,1,1,0,53,1
54,3,1,1,28,1
59,1,2,0,28,0
33,3,2,0,37,0
52,3,1,0,30,1
33,1,4,1,32,1
53,2,3,0,57,1
23,1,3,1,28,0
43,2,1,1,35,0
48,3,4,0,23,1
38,2,2,1,53,0
25,2,1,1,26,0
52,1,5,1,34,1
59,2,4,1,57,1
38,1,5,1,30,0
20,3,5,0,51,1
24,2,1,0,46,1
46,3,4,0,49,1
35,1,5,1,36,0
25,2,4,0,55,1
59,2,3,1,38,1
32,1,5,1,26,0
54,2,5,1,40,0
38,3,4,1,47,1
31,3,3,0,22,0
35,2,5,1,33,0
62,2,1,0,21,0
29,1,4,0,48,1
44,3,4,1,37,1
39,1,5,0,56,1
50,3,3,0,43,1
23,2,5,0,31,0
63,2,2,1,51,1
42,3,5,1,37,1
21,1,2,1,32,0
41,2,1,0,23,1
56,2,4,0,42,1
27,1,4,1,29,0
26,2,3,1,24,0
33,2,5,0,59,0
22,3,1,1,33,0
35,1,2,1,53,0
38,3,3,0,47,1
37,1,1,0,27,0
35,1,1,1,35,0
27,1,2,1,50,0
52,1,2,1,26,0
31,1,4,1,22,1
30,3,5,0,48,1
24,2,3,1,55,1
46,1,5,1,58,1
31,1,3,0,23,0
36,3,1,0,28,0
25,3,2,0,36,0
52,1,2,0,39,0
24,1,1,0,33,0
47,1,1,0,48,1
33,1,3,0,32,0
24,1,1,1,55,0
52,2,3,1,36,0
60,1,5,0,23,0
38,2,2,1,39,0
41,1,2,1,30,1
24,3,2,0,41,0
21,3,5,0,27,0
49,2,5,0,47,1
58,2,4,0,49,1
23,2,3,0,52,0
52,2,3,1,52,1
32,3,4,1,55,1
39,2,2,0,46,0
26,3,3,0,39,1
34,3,3,1,52,1
42,2,2,1,44,1
33,2,1,1,38,0
42,1,1,0,40,1
38,1,4,0,52,1
48,2,5,1,22,1
39,1,3,0,33,0
48,3,3,1,34,1
43,1,4,0,52,1
37,2,4,0,41,0
29,2,3,1,20,0
60,2,2,1,50,1
27,2,2,0,54,1
45,3,5,1,39,1
48,2,3,0,51,1
29,2,3,1,31,0
36,1,3,1,35,0
21,2,3,0,27,0
25,3,4,0,33,1
24,2,1,0,37,0
47,3,3,1,49,1
60,2,1,1,52,1
24,1,2,0,53,0
37,1,5,1,53,0
45,2,2,0,26,1
39,2,3,0,25,0
60,3,2,0,25,1
46,1,4,0,41,1
31,2,1,0,27,0
26,2,3,1,56,0
22,2,4,1,34,1
29,1,1,0,45,0
53,1,4,1,58,1
44,1,2,0,22,0
54,1,3,1,29,1
35,1,2,1,22,0
21,1,5,0,49,0
43,2,3,1,41,0
29,2,2,0,22,0
57,3,3,1,20,1
41,1,1,0,52,1
45,2,3,0,38,0
62,2,3,0,55,1
58,1,1,0,53,1
46,3,2,0,50,1
48,1,3,0,43,1
57,3,4,1,31,1
39,3,3,0,32,0
46,2,2,1,35,0
60,2,1,0,35,0
39,2,2,1,39,0
63,2,5,0,46,1
38,2,3,0,58,1
39,1,3,1,32,0
54,1,1,0,23,1
21,2,3,0,51,1
49,2,4,0,59,1
53,3,4,0,53,1
41,1,2,1,58,1
22,3,1,0,36,1
25,1,5,1,43,0
34,2,2,0,48,0
46,2,1,0,47,1
29,2,1,0,41,0
28,1,2,0,47,0
52,2,2,1,44,0
51,3,3,0,22,1
25,2,5,0,32,0
60,2,4,0,50,1
55,3,3,1,32,1
21,3,1,1,37,1
48,2,5,1,56,1
23,1,5,1,53,0
20,3,2,0,36,0
38,2,5,0,40,0
45,1,5,1,55,1
44,1,1,0,59,1
29,3,3,0,38,0
34,1,5,1,31,0
41,3,2,0,47,1
40,1,3,1,30,0
41,3,2,1,56,1
55,2,5,1,47,1
53,2,3,1,54,1
49,3,5,1,34,1
44,2,1,1,35,0
64,2,3,0,26,1
47,1,2,0,22,0
20,1,1,0,50,1
64,1,4,1,31,1
23,2,2,1,27,0
26,1,5,1,44,0
28,1,2,0,54,0
55,2,4,0,31,1
38,2,2,1,40,0
20,3,1,1,45,1
29,1,2,1,21,0
55,1,3,1,33,1
28,3,4,1,23,1
64,1,2,0,36,1
61,3,4,1,24,1
51,3,1,1,43,1
51,3,3,1,26,1
25,1,5,1,42,0
57,3,2,0,36,1
36,3,1,1,31,0
29,2,4,1,30,0
46,2,4,1,30,1
54,1,1,0,53,1
40,1,2,1,56,0
44,2,5,0,48,1
47,2,2,1,55,1
34,2,3,1,46,1
23,2,2,1,41,0
48,2,3,1,21,0
28,2,4,1,55,1
46,3,3,1,49,1
45,1,5,1,26,1
38,2,1,1,31,0
47,1,3,1,22,1
36,2,2,0,36,0
62,3,3,0,51,1
60,3,4,0,27,1
61,1,3,0,42,0
39,3,5,1,57,1
64,1,3,1,49,1
59,2,5,0,34,0
58,1,2,0,29,1
42,3,4,0,57,1
51,2,1,0,34,0
52,2,2,1,49,1
24,3,2,0,45,1
62,1,1,1,33,1
53,1,3,1,22,0
59,3,3,1,55,1
30,2,3,0,45,0
22,1,4,0,33,0
52,2,2,1,50,1
30,2,5,0,33,0
35,1,1,0,59,0
37,1,2,1,29,0
49,1,3,1,28,1
29,2,1,0,59,1
37,3,5,1,37,1
57,3,2,0,55,1
38,2,2,0,55,0
55,1,4,1,31,1
32,3,2,1,59,1
22,2,2,0,22,0
29,1,5,1,37,0
57,3,5,0,26,1
20,3,1,1,50,1
46,3,3,0,20,1
27,3,5,1,50,1
61,1,1,0,32,1
36,1,2,0,48,0
28,2,1,1,22,0
25,1,1,0,48,0
62,2,1,0,54,1
44,3,1,0,34,1
58,3,5,0,40,1
47,2,3,0,38,0
52,3,1,1,47,1
56,3,4,0,23,1
28,2,2,0,32,0
37,1,2,0,34,0
40,1,2,1,58,0
21,2,2,1,51,0
62,1,2,0,22,1
57,1,1,0,49,1
59,1,3,1,39,0
55,2,4,1,21,1
62,3,5,0,44,1
56,1,4,1,30,1
34,3,5,0,20,0
47,2,5,0,29,0
37,1,4,0,36,1
53,3,1,1,49,1
41,2,2,0,54,1
30,2,1,0,38,0
32,3,2,1,53,1
23,1,3,0,51,0
41,2,5,0,31,0
26,1,4,0,36,0
62,3,3,1,25,1
43,2,2,1,32,0
23,2,1,0,58,0
47,1,4,1,41,1
34,2,5,0,30,0
20,3,3,0,26,0
22,2,5,1,40,0
33,2,2,1,20,0
57,2,5,0,49,1
20,3,1,1,38,0
57,2,3,1,48,1
57,3,3,1,54,1
40,3,1,0,39,0
48,2,5,0,55,1
24,1,1,1,58,0
29,2,4,0,20,0
47,3,1,0,42,1
40,1,5,1,50,1
26,2,1,0,54,0
22,3,2,1,41,0
64,2,1,0,26,0
39,2,1,0,52,0
38,1,5,1,55,0
54,1,4,0,26,1
23,3,4,1,46,1
24,1,5,0,21,0
20,1,5,0,36,0
23,3,5,0,20,0
31,2,2,1,49,0
46,3,3,0,41,1
61,3,1,0,47,1
42,1,5,1,52,1
44,1,5,1,45,0
40,3,5,0,54,1
43,2,4,1,30,1
44,1,5,1,26,0
64,3,1,1,47,1
51,1,5,1,44,0
51,3,1,0,50,1
24,1,2,1,22,0
55,1,3,0,52,1
61,1,4,0,53,1
61,3,1,0,40,1
58,2,2,1,56,1
35,3,3,1,38,1
52,2,3,0,56,1
40,2,3,0,40,0
28,1,1,1,33,0
25,2,2,1,29,0
64,2,5,0,26,0
54,2,2,1,48,1
58,1,2,1,59,1
41,3,2,0,27,1
60,1,1,1,58,1
24,3,1,1,32,0
61,1,1,0,38,0
42,2,2,1,30,0
36,2,1,0,21,0
31,2,3,1,25,0
42,2,1,0,48,1
35,2,4,1,24,0
22,2,1,0,49,1
49,3,1,1,58,1
41,2,1,1,55,1
28,3,1,1,46,1
48,1,4,0,37,1
56,2,5,1,55,1
42,2,1,0,35,1
32,2,3,1,24,0
51,2,4,1,28,1
42,2,5,1,53,1
64,1,1,1,53,1
36,1,5,1,55,0
59,1,3,1,50,1
40,2,4,0,39,0
21,2,4,0,36,0
56,3,5,1,39,1
25,3,1,1,47,1
63,1,2,1,40,1
37,3,4,1,38,1
49,3,2,1,22,1
41,2,4,0,49,1
52,2,1,1,24,1
49,3,1,1,25,1
36,2,4,0,22,0
62,3,5,0,43,1
51,1,1,0,20,1
61,1,1,1,55,1
33,2,3,1,34,0
29,2,1,1,57,0
55,3,3,1,37,1
53,3,1,1,42,1
28,2,1,0,48,1
61,1,5,1,41,1
47,3,5,1,43,1
30,2,1,1,32,0
33,1,4,0,52,1
58,2,4,1,41,1
38,3,1,1,54,1
34,3,4,1,36,1
47,2,1,1,41,0
43,2,5,0,24,0
27,3,2,0,44,1
62,2,3,0,25,0
28,2,4,1,36,0
52,1,4,0,50,1
52,3,5,0,36,1
38,1,4,1,52,1
22,1,1,1,58,0
29,2,1,0,56,0
59,1,2,0,23,0
61,2,2,0,33,1
20,1,2,0,32,0
48,2,1,1,46,1
53,1,2,1,43,1
32,1,2,0,46,1
20,1,1,0,27,0
53,3,5,0,58,1
48,3,4,1,40,1
32,1,3,1,30,0
48,3,1,1,50,1
58,2,1,0,46,1
43,3,3,1,46,1
45,2,3,0,27,1
36,2,2,0,52,0
26,1,3,1,31,0
32,2,4,0,54,1
24,3,4,1,53,1
45,2,4,1,35,1
22,1,4,0,55,1
26,1,4,0,21,1
58,3,2,1,31,1
20,2,1,1,46,0
36,2,3,1,36,0
62,3,1,1,39,1
44,1,3,1,40,1
22,2,2,1,49,0
34,3,2,1,39,0
48,2,5,0,27,0
62,1,5,1,37,1
51,2,2,0,37,0
45,3,2,0,37,1
35,1,3,1,21,0
44,3,2,1,31,1
47,3,1,1,51,1
28,1,3,1,27,0
20,3,2,1,29,0
48,2,3,0,30,0
41,2,3,0,33,0
35,3,4,1,45,1
60,3,5,1,49,1
63,1,3,1,23,0
60,2,3,1,58,1
26,2,4,0,30,0
33,2,2,0,43,0
48,2,3,0,41,0
38,1,4,1,22,0
38,2,1,1,56,0
21,2,4,1,21,1
60,1,5,0,31,0
64,3,5,0,40,1
34,3,2,0,24,0
22,2,2,1,26,0
30,1,5,0,23,0
49,2,5,1,55,1
59,1,3,0,41,0
37,1,5,1,48,1
21,3,2,1,28,1
51,1,5,1,45,1
27,1,2,1,31,0
41,1,1,0,20,0
25,1,5,0,27,0
31,1,2,0,52,0
59,3,4,1,23,1
55,1,3,0,33,0
34,1,2,1,48,1
47,1,5,0,33,0
64,3,5,0,28,1
37,2,1,1,28,0
21,2,4,1,45,1
32,3,2,1,36,0
64,2,4,0,23,1
34,2,1,1,22,0
39,1,3,0,48,0
48,2,4,0,44,1
61,2,1,0,40,0
48,2,2,1,31,0
22,1,3,0,20,0
38,2,5,1,20,0
22,1,1,1,26,0
33,1,5,0,29,0
59,2,3,0,34,0
23,3,1,0,59,1
30,2,1,0,30,0
50,2,3,1,42,1
62,1,2,1,32,1
51,1,1,1,46,1
46,1,3,1,36,0
49,2,4,1,32,1
62,1,5,1,31,0
21,1,1,1,48,1
28,3,4,1,40,1
47,1,1,1,39,0
50,2,2,0,39,0
53,2,3,0,50,1
34,2,1,1,27,0
44,2,3,1,43,0
55,2,1,0,30,1
27,1,2,0,58,0
28,3,2,0,52,1
56,3,4,1,34,1
64,1,2,0,23,0
58,1,3,0,20,1
51,3,2,0,51,1
36,2,1,0,30,0
54,2,2,0,49,1
56,2,3,1,56,1
38,1,1,0,38,0
63,2,4,1,55,1
48,2,4,0,53,1
26,1,4,0,26,0
47,2,1,0,39,0
28,3,4,0,31,1
47,2,2,0,51,1
25,1,1,1,21,0
48,2,1,1,41,1
36,3,1,1,59,1
35,3,5,1,43,1
42,2,3,1,50,1
50,1,5,1,23,1
22,3,5,1,43,1
40,2,5,0,36,0
45,1,3,1,59,1
55,2,5,0,38,0
61,2,4,0,59,1
56,2,1,1,57,1
41,1,1,0,53,1
61,2,2,0,52,1
31,3,4,1,25,1
61,3,3,0,55,1
